Account,Default Radar Template,Name,Team,Competition,Competition Type,Competition Rank,Season,Nationality,Country Code,Date of Birth,Age,Woman Player?,Team Color 1,Team Color 2,Player Id,Player Name,First Name,Last Name,Nickname,Weight,Height,Birth Date,Country Id,Country,Team Id,Team Color 1st,Team Color 2nd,Competition Id,Competition Name,Season Id,Seasons,Primary Position,Secondary Position,Most Recent Match,Player SBData Id,90s Played,Appearances,Minutes Played,Starting Appearances,Scoring Contribution,PAdj Interceptions,Aerial Win%,Aerial Wins,Dribbles Successfully Defended%,PAdj Tackles,Tack/Dribbled Past%,xGBuildup,Pass Forward%,Long Ball%,Passing%,Pressured Pass%,OBV
174,Centre Back,Clinton Nsiala-Makengo,Rangers,Premiership,1,1,2024/2025,France,fr,2004-01-17,21,false,#1b458f,#e51636,14129010,Clinton Nsiala-Makengo,,,,76,182,2004-01-17,30,France,427311,#1b458f,#e51636,1051,Premiership,1317,2024/2025,Left Centre Back,,2025-04-26 14:00:00.0,141663,10.055555,11,905.0,10,0.09944751,0.5831342,0.5277777777777778,1.8895028,0.5555556,1.6607554,0.7333333333333333,0.3970731,0.19439579684763572,0.6730769230769231,0.8739054290718039,0.6607142857142857,0.081542544
174,Centre Back,Conner Taylor,Bristol Rovers,League One,1,3,2024/2025,England,gb-eng,2001-10-25,23,false,#004b96,#ffe001,14115280,Conner Taylor,,,,,183,2001-10-25,618,England,466595,#004b96,#ffe001,1004,League One,1317,2024/2025,Centre Back,Left Centre Back,2025-05-03 14:00:00.0,104511,42.929996,42,3863.6997,38,0.04658747,1.3081673,0.7391304347826086,5.543909,0.85,1.2411858,0.9538461538461539,0.21494272,0.33469150174621654,0.596244131455399,0.7607683352735739,0.6327077747989276,0.066640824
174,Centre Back,Connor Barratt,Barnsley,League One,1,3,2024/2025,Republic of Ireland,ie,2004-04-05,21,false,#f90f04,#959595,14152168,Connor Barratt,,,,,,2004-04-05,1166,Republic of Ireland,104,#f90f04,#959595,1004,League One,1317,2024/2025,Right Centre Back,Centre Back,2025-03-29 17:00:00.0,309010,2.2444444,5,202.0,1,0.0,1.6383862,0.7777777777777778,3.1188118,0.5,2.688974,0.7142857142857143,0.20602047,0.46236559139784944,0.3157894736842105,0.5913978494623656,0.5333333333333333,0.11713127
174,Centre Back,Connor Hall,Port Vale,League Two,1,4,2024/2025,England,gb-eng,1993-05-23,32,false,#228dfe,#ffe400,13204625,Connor Hall,,,,85,193,1993-05-23,618,England,480844,#228dfe,#ffe400,1005,League Two,1317,2024/2025,Left Centre Back,Centre Back,2025-05-03 14:00:00.0,32968,48.407036,44,4356.6333,44,0.0,1.5462532,0.6758409785932722,4.565452,0.6111111,1.257031,0.782608695652174,0.3526096,0.43294329432943296,0.43617021276595747,0.7092709270927092,0.5028409090909091,0.14473072
174,Centre Back,Connor McAvoy,Wealdstone,National League,1,5,2024/2025,Scotland,gb-sct,2002-02-16,23,false,#008147,#d0362e,14130879,Connor McAvoy,,,,78,183,2002-02-16,522,Scotland,682947,#008147,#d0362e,1065,National League,1317,2024/2025,Right Centre Back,Left Centre Back,2025-04-26 16:30:00.0,152690,14.432222,16,1298.9,13,0.0,1.0412464,0.6233766233766234,3.3258913,0.73333335,2.0297856,0.7878787878787878,0.21597992,0.3986135181975737,0.375,0.7348353552859619,0.6588235294117647,0.09649646
174,Centre Back,Connor O'Riordan,Crewe Alexandra,League Two,1,4,2024/2025,England,gb-eng,2003-10-19,21,false,#fcefee,#f6d315,14128502,Connor O'Riordan,,,,84,193,2003-10-19,618,England,480847,#fcefee,#f6d315,1005,League Two,1317,2024/2025,Right Centre Back,Centre Back,2025-05-03 14:00:00.0,139609,21.06722,20,1896.0498,19,0.14240132,0.9357454,0.514792899408284,4.129638,0.4,1.0997502,0.88,0.33828852,0.27455357142857145,0.5037037037037037,0.8292410714285714,0.7027027027027027,0.113442115
174,Centre Back,Connor O'Riordan,Cambridge United,League One,1,3,2024/2025,England,gb-eng,2003-10-19,21,false,#f6b24d,#ff5b6b,14128502,Connor O'Riordan,,,,84,193,2003-10-19,618,England,480851,#f6b24d,#ff5b6b,1004,League One,1317,2024/2025,Right Centre Back,Left Centre Back,2024-09-14 14:30:00.0,139609,4.1466665,4,373.19998,3,0.0,1.0692184,0.7727272727272727,4.0996785,0.6666667,2.0140107,0.6666666666666666,0.33782834,0.21031746031746032,0.7368421052631579,0.873015873015873,0.6842105263157895,-0.042174194
174,Centre Back,Connor Teale,Boston United,National League,1,5,2024/2025,England,gb-eng,2002-10-08,22,false,#F6A717,769AD4,14109260,Connor Teale,,,,,188,2002-10-08,618,England,930573,#F6A717,769AD4,1065,National League,1317,2024/2025,Right Centre Back,Left Centre Back,2025-04-26 14:00:00.0,59964,25.155556,23,2264.0,23,0.11925795,0.5469239,0.5934065934065934,4.2932863,0.5714286,0.45873502,0.7407407407407407,0.16365634,0.5217391304347826,0.34545454545454546,0.528695652173913,0.42727272727272725,0.14045538
174,Centre Back,Connor Teale,Altrincham,National League,1,5,2024/2025,England,gb-eng,2002-10-08,22,false,#C0303A,#A9AEC4,14109260,Connor Teale,,,,,188,2002-10-08,618,England,930580,#C0303A,#A9AEC4,1065,National League,1317,2024/2025,Left Centre Back,,2024-10-05 17:00:00.0,59964,1.1266667,1,101.4,1,0.0,1.1274318,0.75,5.3254437,,1.1274318,1.0,0.18015619,0.13043478260869565,0.5,0.8260869565217391,0.8,-0.091759615
174,Centre Back,Conor Masterson,Gillingham,League Two,1,4,2024/2025,Republic of Ireland,ie,1998-09-08,26,false,#1a5dad,#be473f,635436,Conor Masterson,Conor,Masterson,,75,185,1998-09-08,1166,Republic of Ireland,466596,#1a5dad,#be473f,1005,League Two,1317,2024/2025,Centre Back,Right Centre Back,2025-05-03 14:00:00.0,34178,25.017962,24,2251.6165,24,0.11991385,0.5528666,0.6645161290322581,4.1170425,0.6,0.96728545,0.6153846153846154,0.19040538,0.33964646464646464,0.5882352941176471,0.7335858585858586,0.5664335664335665,0.04625075
174,Centre Back,Conor McCarthy,Barnsley,League One,1,3,2024/2025,Republic of Ireland,ie,1998-04-11,27,false,#f90f04,#959595,13735752,Conor McCarthy,,,,75,193,1998-04-11,1166,Republic of Ireland,104,#f90f04,#959595,1004,League One,1317,2024/2025,Left Centre Back,Right Centre Back,2025-04-18 14:00:00.0,34437,18.054443,20,1624.8999,16,0.055388026,1.1554459,0.7129629629629629,4.264878,0.7,1.6098264,0.7777777777777778,0.36701941,0.2697201017811705,0.5462962962962963,0.8040712468193384,0.6790123456790124,0.054025676
174,Centre Back,Conor Shaughnessy,Portsmouth,Championship,1,2,2024/2025,Republic of Ireland,ie,1996-06-30,28,false,#1964b7,#d1a328,3641455,Conor Shaughnessy,Conor,Shaughnessy,,74,191,1996-06-30,1166,Republic of Ireland,84,#1964b7,#d1a328,1003,Championship,1317,2024/2025,Right Centre Back,Left Centre Back,2025-05-03 11:30:00.0,23312,6.30037,9,567.0333,7,0.15872084,1.5050601,0.8085106382978723,6.0313916,0.5,0.3505873,0.5,0.35732174,0.3382352941176471,0.5333333333333333,0.7683823529411765,0.6153846153846154,-0.07176651
174,Centre Back,Conrad Jonathan Egan Riley,Burnley,Championship,1,2,2024/2025,England,gb-eng,2003-01-02,22,false,#66112e,#b4e1f8,14106280,Conrad Jonathan Egan Riley,,,,70,183,2003-01-02,618,England,97,#66112e,#b4e1f8,1003,Championship,1317,2024/2025,Right Centre Back,Right Back,2025-05-03 11:30:00.0,49666,43.54778,41,3919.3,40,0.04592657,1.0151892,0.5297619047619048,2.0437324,0.83870965,1.7612791,0.8787878787878788,0.5207539,0.22706973548608725,0.5643564356435643,0.8615596015115081,0.7073170731707317,0.12926742
174,Centre Back,Corey Panter,Eastleigh,National League,1,5,2024/2025,England,gb-eng,2000-10-19,24,false,#325196,#F9E61A,11906445,Corey Panter,Corey,Panter,,77,186,2000-10-19,618,England,930575,#325196,#F9E61A,1065,National League,1317,2024/2025,Left Centre Back,Left Wing Back,2025-05-05 14:00:00.0,132032,14.071113,21,1266.4001,11,0.0,0.46064422,0.4406779661016949,1.8477572,0.64705884,0.9845718,0.72,0.11279762,0.4549019607843137,0.3898305084745763,0.6235294117647059,0.5606060606060606,0.047668364
174,Centre Back,Corey Whelan,Fylde,National League,1,5,2024/2025,Republic of Ireland,ie,1997-12-10,27,false,#003C7F,#EF2E1F,6892934,Corey Whelan,,,,66,185,1997-12-10,1166,Republic of Ireland,930571,#003C7F,#EF2E1F,1065,National League,1317,2024/2025,Left Centre Back,Right Centre Back,2025-04-26 14:00:00.0,15825,46.726112,45,4205.35,43,0.064203925,1.2110319,0.574468085106383,2.889177,0.54285717,1.5078079,0.8210526315789474,0.2148272,0.225495447241564,0.6625,0.8602035350830209,0.7172995780590717,0.09231469
174,Centre Back,Corrie Ndaba,Kilmarnock,Premiership,1,1,2024/2025,Republic of Ireland,ie,1999-12-25,25,false,#1937bb,#f8b26d,14109324,Corrie Ndaba,,,,82,188,1999-12-25,1166,Republic of Ireland,480861,#1937bb,#f8b26d,1051,Premiership,1317,2024/2025,Left Centre Back,Left Back,2025-05-18 14:00:00.0,61129,37.937775,36,3414.3997,35,0.052717905,1.0113803,0.604,3.980202,0.60714287,1.6409093,0.8488372093023255,0.29098955,0.3609072715143429,0.36507936507936506,0.6891260840560374,0.5761589403973509,0.13147087
174,Centre Back,Craig Forsyth,Derby County,Championship,1,2,2024/2025,Scotland,gb-sct,1989-02-24,36,false,#006eba,#fadc84,6597,Craig Forsyth,Craig,Forsyth,,83,189,1989-02-24,522,Scotland,42,#006eba,#fadc84,1003,Championship,1317,2024/2025,Left Centre Back,Left Wing Back,2025-05-03 11:30:00.0,4811,31.647966,39,2848.317,26,0.22118326,1.1779315,0.5879396984924623,3.6969202,0.6363636,0.67320544,0.775,0.23758553,0.3826342899190581,0.37209302325581395,0.70345842531273,0.5900900900900901,0.19688235
174,Centre Back,Craig Halkett,Hearts,Premiership,1,1,2024/2025,Scotland,gb-sct,1995-05-29,30,false,#9f1b33,#e79158,5850489,Craig Halkett,,,,83,183,1995-05-29,522,Scotland,427322,#9f1b33,#e79158,1051,Premiership,1317,2024/2025,Right Centre Back,Left Centre Back,2025-05-18 14:00:00.0,10542,14.602221,17,1314.1998,13,0.068482734,0.85930824,0.7132352941176471,6.642825,0.6363636,2.0440667,0.8148148148148148,0.44331467,0.23536036036036037,0.6936936936936937,0.884009009009009,0.6838235294117647,0.19806784
174,Centre Back,Curtis Nelson,Derby County,Championship,1,2,2024/2025,England,gb-eng,1993-05-21,32,false,#006eba,#fadc84,5520188,Curtis Nelson,,,,74,185,1993-05-21,618,England,42,#006eba,#fadc84,1003,Championship,1317,2024/2025,Right Centre Back,Centre Back,2025-01-18 17:00:00.0,4689,29.37833,27,2644.0498,27,0.10211608,0.61112946,0.6993006993006993,3.4038694,0.5714286,1.4191408,0.8166666666666667,0.2786493,0.30612244897959184,0.5205479452054794,0.8085519922254616,0.6104651162790697,0.09439009
174,Centre Back,Curtis Tilt,Salford City,League Two,1,4,2024/2025,Jamaica,jm,1991-08-04,33,false,#F73140,#0071DB,5520137,Curtis Tilt,,,,75,192,1991-08-04,1034,Jamaica,904835,#F73140,#0071DB,1005,League Two,1317,2024/2025,Centre Back,Left Centre Back,2025-05-03 14:00:00.0,3790,35.68371,37,3211.5337,32,0.028023995,1.3036684,0.7800829875518672,5.268511,0.64,2.1546934,0.891566265060241,0.24910052,0.3345227475468332,0.4439461883408072,0.7288135593220338,0.704,0.008702464
174,Centre Back,Cyrus Christie,Swansea City,Championship,1,2,2024/2025,Republic of Ireland,ie,1992-09-30,32,false,#5343b3,#f7e90e,290628,Cyrus Christie,Cyrus,Christie,,78,188,1992-09-30,1166,Republic of Ireland,99,#5343b3,#f7e90e,1003,Championship,1317,2024/2025,Right Centre Back,Right Back,2025-04-21 14:00:00.0,10278,3.5837042,11,322.5334,2,0.0,2.4564457,0.7083333333333334,4.743695,1.0,0.7440986,1.0,0.057832565,0.3140495867768595,0.47058823529411764,0.8305785123966942,0.7555555555555555,-0.05532437
174,Centre Back,Dael Fry,Middlesbrough,Championship,1,2,2024/2025,England,gb-eng,1997-08-30,27,false,#c72520,#959595,633403,Dael Fry,Dael,Fry,,72,190,1997-08-30,618,England,160,#c72520,#959595,1003,Championship,1317,2024/2025,Right Centre Back,Centre Back,2025-05-03 11:30:00.0,9580,17.289816,21,1556.0835,15,0.0,1.0405207,0.7924528301886793,4.858351,0.5,0.9027671,0.7777777777777778,0.5390755,0.19698314108251996,0.5982905982905983,0.8944099378881988,0.6201550387596899,0.13404061
174,Centre Back,Dan Casey,Motherwell,Premiership,1,1,2024/2025,Republic of Ireland,ie,1997-10-29,27,false,#fbb92d,#7e1444,13853294,Dan Casey,,,,88,185,1997-10-29,1166,Republic of Ireland,480867,#fbb92d,#7e1444,1051,Premiership,1317,2024/2025,Left Centre Back,Right Centre Back,2025-05-14 18:45:00.0,37279,34.275,33,3084.7502,31,0.11670312,0.9574351,0.6753246753246753,3.0342815,0.7714286,1.2014518,0.8529411764705882,0.3784854,0.3107913669064748,0.44609665427509293,0.7517985611510791,0.6331658291457286,0.071596354
174,Centre Back,Daniel Ballard,Sunderland,Championship,1,2,2024/2025,Northern Ireland,gb-nir,1999-09-22,25,false,#de0035,#bba74e,12423474,Daniel Ballard,,,,85,187,1999-09-22,1373,Northern Ireland,808,#de0035,#bba74e,1003,Championship,1317,2024/2025,Right Centre Back,Left Centre Back,2025-05-24 14:01:00.0,29807,17.775187,23,1599.7667,15,0.2250328,1.0532186,0.7972027972027972,6.4134355,0.44444445,0.6825079,0.6842105263157895,0.47441506,0.22257383966244726,0.5922330097087378,0.869198312236287,0.7023809523809523,0.006707744
174,Centre Back,Daniele James Collinge,Barnet,National League,1,5,2024/2025,England,gb-eng,1998-04-09,27,false,#F08013,#00AB79,14126671,Daniele James Collinge,,,,84,188,1998-04-09,618,England,924789,#F08013,#00AB79,1065,National League,1317,2024/2025,Right Centre Back,Right Back,2025-04-26 14:00:00.0,135284,26.89667,28,2420.7002,25,0.26025528,0.98082334,0.6384615384615384,3.085884,0.7777778,2.1171348,0.8269230769230769,0.57271236,0.23386034255599472,0.5794871794871795,0.8267457180500659,0.7110091743119266,0.18412717
174,Centre Back,Dan Ellison,Aldershot Town,National League,1,5,2024/2025,England,gb-eng,2005-03-30,20,false,#D83236,#3262B7,14234008,Daniel Ellison,,,Dan Ellison,,185,2005-03-30,618,England,934018,#D83236,#3262B7,1065,National League,1317,2024/2025,Centre Back,Left Centre Back,2025-05-05 14:00:00.0,431937,18.883516,22,1699.5165,18,0.0,1.7200122,0.7135135135135136,6.9902234,0.55,1.6128064,0.7674418604651163,0.30113018,0.40236686390532544,0.3700787401574803,0.6642011834319527,0.5963855421686747,-0.013381877
174,Centre Back,Daniel Happe,Leyton Orient,League One,1,3,2024/2025,England,gb-eng,1998-09-28,26,false,#c30203,#fff624,7733704,Daniel Happe,,,,89,197,1998-09-28,618,England,682945,#c30203,#fff624,1004,League One,1317,2024/2025,Left Centre Back,Centre Back,2025-05-25 12:01:00.0,21958,24.627962,26,2216.5166,24,0.16241701,1.374097,0.788659793814433,6.2124505,0.75,0.9930427,0.8333333333333334,0.30380133,0.3404255319148936,0.3754646840148699,0.7063829787234043,0.5175438596491229,0.12208292
174,Centre Back,Daniel Jones,Gateshead,National League,1,5,2024/2025,England,gb-eng,1994-12-14,30,false,#D3D3D3,#833040,12758897,Daniel Jones,,,,79,183,1994-12-14,618,England,930568,#D3D3D3,#833040,1065,National League,1317,2024/2025,Left Centre Back,Centre Back,2025-03-18 19:45:00.0,31947,19.380743,23,1744.2668,18,0.051597606,1.8241954,0.6530612244897959,3.3022468,0.5714286,1.9071492,0.78125,0.529787,0.31932773109243695,0.371900826446281,0.7801120448179272,0.6095890410958904,0.2401179
174,Centre Back,Danny Andrew,Cambridge United,League One,1,3,2024/2025,England,gb-eng,1990-12-23,34,false,#f6b24d,#ff5b6b,5520237,Daniel Kenny Andrew,,,Danny Andrew,73,180,1990-12-23,618,England,480851,#f6b24d,#ff5b6b,1004,League One,1317,2024/2025,Left Centre Back,Left Wing Back,2025-04-26 14:00:00.0,3691,28.001665,32,2520.15,25,0.10713648,0.8690679,0.6862745098039216,2.4998512,0.5,1.234914,0.7301587301587301,0.30309498,0.3401053423626787,0.3704819277108434,0.6042136945071482,0.5337423312883436,0.34962034
174,Centre Back,Daniel Moss,Woking,National League,1,5,2024/2025,England,gb-eng,2000-11-04,24,false,#FF395A,#75D2FE,14126965,Daniel Moss,,,,,187,2000-11-04,618,England,934019,#FF395A,#75D2FE,1065,National League,1317,2024/2025,Right Centre Back,Right Wing Back,2025-05-05 14:00:00.0,135722,26.047037,27,2344.2334,25,0.115176246,0.868575,0.5370370370370371,4.4534817,0.5862069,2.051453,0.803030303030303,0.24847792,0.31832139201637666,0.4,0.7134083930399181,0.573394495412844,0.1346511
174,Centre Back,Dan Potts,Charlton Athletic,League One,1,3,2024/2025,England,gb-eng,1994-04-13,31,false,#ff131a,#959595,20400,Daniel Potts,Daniel,Potts,Dan Potts,70,172,1994-04-13,618,England,94,#ff131a,#959595,1004,League One,1317,2024/2025,Left Centre Back,,2024-09-28 17:00:00.0,9681,0.847037,1,76.23333,1,0.0,0.0,0.42857142857142855,3.5417578,,0.0,,0.043075062,0.43902439024390244,0.25,0.7317073170731707,0.5,0.12646073
174,Centre Back,Daniels Balodis,St Johnstone,Premiership,1,1,2024/2025,Latvia,lv,1998-06-10,26,false,#087cc7,#e8552c,14153910,Daniels Balodis,,,,70,188,1998-06-10,2258,Latvia,480869,#087cc7,#e8552c,1051,Premiership,1317,2024/2025,Right Centre Back,Centre Back,2025-05-18 14:00:00.0,326724,14.055557,13,1265.0001,13,0.14229247,1.6529646,0.6526315789473685,4.4110665,0.53846157,1.9883821,0.78125,0.26241764,0.28129829984544047,0.5108695652173914,0.8021638330757341,0.5257731958762887,0.13418956
174,Centre Back,Daniel Sweeney,Stevenage,League One,1,3,2024/2025,England,gb-eng,1994-04-25,31,false,#ff2d18,#fcd605,13193343,Daniel Sweeney,,,,75,191,1994-04-25,618,England,480846,#ff2d18,#fcd605,1004,League One,1317,2024/2025,Right Centre Back,Left Centre Back,2025-05-03 14:00:00.0,32943,15.082407,21,1357.4166,14,0.13260484,1.2028621,0.6796116504854369,4.641169,0.4,1.1065807,0.68,0.2774082,0.3553459119496855,0.4017857142857143,0.6949685534591195,0.5901639344262295,0.19766432
174,Centre Back,Danny Batth,Blackburn Rovers,Championship,1,2,2024/2025,England,gb-eng,1990-09-21,34,false,#00339e,#c01001,296418,Danny Batth,Danny,Batth,,85,191,1990-09-21,618,England,274,#00339e,#c01001,1003,Championship,1317,2024/2025,Left Centre Back,Right Centre Back,2025-05-03 11:30:00.0,20674,36.721855,37,3304.9668,34,0.05446348,0.83323026,0.688212927756654,4.928945,0.5263158,0.9168617,0.7916666666666666,0.35847908,0.2853628536285363,0.5051194539249146,0.7896678966789668,0.5756457564575646,0.018161342
174,Centre Back,Dan Sassi,Fylde,National League,1,5,2024/2025,England,gb-eng,2003-12-08,21,false,#003C7F,#EF2E1F,14128081,Dan Sassi,,,,,185,2003-12-08,618,England,930571,#003C7F,#EF2E1F,1065,National League,1317,2024/2025,Right Centre Back,Right Back,2025-05-05 14:00:00.0,137919,4.1612964,6,374.51666,4,0.0,0.7468102,0.7307692307692307,4.565885,0.42857143,1.7610242,0.6923076923076923,0.3753469,0.4397590361445783,0.5102040816326531,0.6024096385542169,0.41379310344827586,0.054081097
174,Centre Back,Dan Sassi,Rochdale,National League,1,5,2024/2025,England,gb-eng,2003-12-08,21,false,#1d3b9d,#00b33a,14128081,Dan Sassi,,,,,185,2003-12-08,618,England,466594,#1d3b9d,#00b33a,1065,National League,1317,2024/2025,Centre Back,Right Centre Back,2024-09-21 17:00:00.0,137919,4.358333,4,392.25,4,0.2294455,0.16909102,0.8181818181818182,2.0650096,,0.48639396,1.0,0.5212035,0.2057142857142857,0.38461538461538464,0.9057142857142857,0.7837837837837838,-0.10246915
174,Centre Back,Dan Scarr,Wrexham,League One,1,3,2024/2025,England,gb-eng,1994-12-24,30,false,#E51922,#02563F,975586,Dan Scarr,Dan,Scarr,,80,188,1994-12-24,618,England,930564,#E51922,#02563F,1004,League One,1317,2024/2025,Centre Back,Left Centre Back,2025-05-03 14:00:00.0,23328,13.135369,14,1182.1832,12,0.0,0.927166,0.7454545454545455,6.242687,0.8,1.1596301,0.875,0.26260552,0.3783231083844581,0.448,0.6912065439672802,0.55,0.06316048
174,Centre Back,Dara O'Shea,Burnley,Championship,1,2,2024/2025,Republic of Ireland,ie,1999-03-04,26,false,#66112e,#b4e1f8,3445493,Dara Joseph O'Shea,Dara,O'Shea,Dara O'Shea,83,189,1999-03-04,1166,Republic of Ireland,97,#66112e,#b4e1f8,1003,Championship,1317,2024/2025,Centre Back,Right Centre Back,2024-08-17 17:00:00.0,18753,2.2209258,2,199.88333,2,0.45026264,1.1073885,0.875,3.1518388,0.5,1.2220416,0.75,0.75369346,0.21495327102803738,0.6842105263157895,0.8691588785046729,0.6,0.18291886
174,Centre Back,Darragh O''Connor,York City,National League,1,5,2024/2025,Republic of Ireland,ie,1999-08-05,25,false,#EE1229,#13347C,14105562,Darragh O''Connor,,,,89,188,1999-08-05,1166,Republic of Ireland,930570,#EE1229,#13347C,1065,National League,1317,2024/2025,Right Centre Back,Left Centre Back,2024-09-07 17:00:00.0,48741,1.7218518,4,154.96666,2,0.0,3.3759816,0.6363636363636364,4.0653906,1.0,1.3768789,0.6666666666666666,0.459538,0.26136363636363635,0.6428571428571429,0.8636363636363636,0.7222222222222222,0.11458262
174,Centre Back,David Okagbue,Walsall,League Two,1,4,2024/2025,Republic of Ireland,ie,2004-02-04,21,false,#ed1a38,#a59560,14105954,David Okagbue,,,,,184,2004-02-04,1166,Republic of Ireland,466605,#ed1a38,#a59560,1005,League Two,1317,2024/2025,Right Centre Back,Centre Back,2025-05-26 14:01:00.0,49240,49.352047,47,4441.684,44,0.121575505,0.9548566,0.6493150684931507,4.8022327,0.5714286,0.9610501,0.8051948051948052,0.35475478,0.44642857142857145,0.44886363636363635,0.6625615763546798,0.5733788395904437,0.10329133
174,Centre Back,Dean Lewington,Milton Keynes Dons,League Two,1,4,2024/2025,England,gb-eng,1984-05-18,41,false,#f2a42d,#e61e2a,633738,Dean Lewington,Dean,Lewington,,70,183,1984-05-18,618,England,466600,#f2a42d,#e61e2a,1005,League Two,1317,2024/2025,Left Centre Back,,2025-05-03 14:00:00.0,4095,2.5674074,6,231.06667,2,0.0,1.5604539,0.8333333333333334,5.8424697,1.0,4.9410725,1.0,0.45662552,0.31976744186046513,0.18181818181818182,0.8081395348837209,0.7142857142857143,0.2764127
174,Centre Back,Declan Drysdale,Tranmere Rovers,League Two,1,4,2024/2025,England,gb-eng,1999-11-14,25,false,#4261d5,#d9d337,13273196,Declan Drysdale,,,,85,196,1999-11-14,618,England,480854,#4261d5,#d9d337,1005,League Two,1317,2024/2025,Right Centre Back,Centre Back,2025-02-15 17:00:00.0,32996,7.2833333,8,655.5,7,0.0,0.98186064,0.6458333333333334,4.256293,0.6666667,1.2743797,0.7692307692307693,0.25719857,0.33613445378151263,0.4782608695652174,0.6932773109243697,0.5625,0.081094556
174,Centre Back,Declan Gallagher,Dundee United,Premiership,1,1,2024/2025,Scotland,gb-sct,1991-02-13,34,false,#FE561B,#f58300,5850484,Declan Gallagher,,,,93,196,1991-02-13,522,Scotland,933763,#FE561B,#f58300,1051,Premiership,1317,2024/2025,Centre Back,Right Centre Back,2025-05-17 11:30:00.0,10535,34.932774,34,3143.9497,34,0.057252824,0.38795304,0.6678082191780822,5.5821505,0.3809524,0.9570872,0.7592592592592593,0.25183743,0.3560606060606061,0.5718849840255591,0.740909090909091,0.4956140350877193,0.123552084
174,Centre Back,Declan Skura,Wycombe Wanderers,League One,1,3,2024/2025,England,gb-eng,2002-04-09,23,false,#b6db69,#76bcde,14199860,Declan Skura,,,,,,2002-04-09,618,England,480838,#b6db69,#76bcde,1004,League One,1317,2024/2025,Right Centre Back,Right Back,2025-02-15 17:00:00.0,407020,6.805926,8,612.5333,5,0.14693078,0.85599613,0.5660377358490566,4.4079237,0.7777778,2.8411644,0.9,0.27617005,0.43795620437956206,0.32608695652173914,0.6605839416058394,0.725,0.077201165
174,Centre Back,Deon Woodman,Wealdstone,National League,1,5,2024/2025,England,gb-eng,2002-12-01,22,false,#008147,#d0362e,14127995,Deonysus Woodman,,,Deon Woodman,,,2002-12-01,618,England,682947,#008147,#d0362e,1065,National League,1317,2024/2025,Right Centre Back,Centre Back,2025-04-26 16:30:00.0,137545,9.535,12,858.15,9,0.0,1.55692,0.684931506849315,5.2438383,0.625,1.4264774,0.8636363636363636,0.15891352,0.4318840579710145,0.46153846153846156,0.6956521739130435,0.5,0.15969564
174,Centre Back,Devon Matthews,Accrington Stanley,League Two,1,4,2024/2025,England,gb-eng,2000-01-04,25,false,#a4311e,#dfc83e,14277291,Devon Matthews,,,,,190,2000-01-04,618,England,480839,#a4311e,#dfc83e,1005,League Two,1317,2024/2025,Right Centre Back,Centre Back,2025-05-03 14:00:00.0,461379,20.38722,20,1834.8499,19,0.0,0.79106265,0.6649484536082474,6.327493,0.53846157,0.8734963,0.7741935483870968,0.23254532,0.4747826086956522,0.4527027027027027,0.6591304347826087,0.5608108108108109,-0.026902081
174,Centre Back,Dimitrios Goutas,Cardiff City,Championship,1,2,2024/2025,Greece,gr,1994-04-04,31,false,#ee1a26,#fff024,968353,Dimitrios Goutas,Dimitrios,Goutas,,81,189,1994-04-04,74,Greece,113,#ee1a26,#fff024,1003,Championship,1317,2024/2025,Right Centre Back,Centre Back,2025-04-08 18:45:00.0,15921,35.491295,34,3194.2166,33,0.028175922,1.3221759,0.7321428571428571,3.4656386,0.6875,0.83905935,0.8461538461538461,0.3566048,0.27728813559322035,0.5868544600938967,0.8325423728813559,0.6108374384236454,0.053457357
174,Centre Back,Dion Conroy,Crawley Town,League One,1,3,2024/2025,England,gb-eng,1995-12-11,29,false,#f5233e,#65c561,5823509,Dion Conroy,,,,73,181,1995-12-11,618,England,480859,#f5233e,#65c561,1004,League One,1317,2024/2025,Centre Back,Right Centre Back,2025-05-03 14:00:00.0,9832,22.097961,21,1988.8165,21,0.045253042,0.97806853,0.7037037037037037,2.5794234,0.3846154,0.7603466,0.5909090909090909,0.33162045,0.26961770623742454,0.6456692913385826,0.8799463447350772,0.8279569892473119,0.15318048
174,Centre Back,Dion Sanderson,Blackburn Rovers,Championship,1,2,2024/2025,England,gb-eng,1999-12-15,25,false,#00339e,#c01001,12207714,Dion Sanderson,Dion,Sanderson,,78,188,1999-12-15,618,England,274,#00339e,#c01001,1003,Championship,1317,2024/2025,Right Centre Back,Centre Back,2025-04-26 14:00:00.0,35679,7.2935185,12,656.4167,4,0.0,1.0029392,0.6818181818181818,2.0566204,1.0,0.9691826,1.0,0.25748688,0.21875,0.6909090909090909,0.85625,0.8070175438596491,0.08626879
174,Centre Back,Dion Sanderson,Birmingham City,League One,1,3,2024/2025,England,gb-eng,1999-12-15,25,false,#003875,#959595,12207714,Dion Sanderson,Dion,Sanderson,,78,188,1999-12-15,618,England,117,#003875,#959595,1004,League One,1317,2024/2025,Right Centre Back,Left Centre Back,2024-11-09 17:00:00.0,35679,1.2072222,2,108.65,1,0.0,0.0,0.75,2.4850438,0.0,0.0,0.0,0.2807107,0.24691358024691357,0.5454545454545454,0.9012345679012346,0.6666666666666666,0.13295719
